URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1995.39.118,"Bronze AE3-4 of Theodosius II, AD 425 - AD 435. 1995.39.118",Theodosius II,,AE3-4|Struck,Roman,13,,Theodosius II,,Bronze,,D N TH[EODO]SIVS P F AVG,Bust pearl-diademed draped cuirassed right,Coin,,,,,,Cross in wreath,1.04,425,435,430,http://numismatics.org/collectionimages/19501999/1995/1995.39.118.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1995/1995.39.118.rev.width175.jpg
http://numismatics.org/collection/1997.31.5,"Bronze AE4 of Marcian, Constantinople, AD 450 - AD 457. 1997.31.5",Marcian,,AE4,Roman,11.5,,,Struck,Bronze,Constantinople,D N MARCIANVS P F AVG,Bust right,Coin,Marcian,RIC X Marcian 545,Thrace,"42.15, 24.75",,Marcian monogram 2 in wreath with + above,0.99,450,457,453,http://numismatics.org/collectionimages/19501999/1997/1997.31.5.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1997/1997.31.5.rev.width175.jpg
http://numismatics.org/collection/1999.32.19,"Gold Solidus of Marcian, Constantinople, AD 450 - AD 457. 1999.32.19",Marcian,Victory,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N MARCIA-NVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Marcian,RIC X Marcian 510,Thrace,"42.15, 24.75",VICTORI-A AVGG,Victory standing left holding cross sceptre,4.38,450,457,453,http://numismatics.org/collectionimages/19501999/1999/1999.32.19.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1999/1999.32.19.rev.width175.jpg
http://numismatics.org/collection/1999.32.25,"Bronze AE3 of Arcadius, NICOMEDIA, AD 402 - AD 450. 1999.32.25",,Victory,AE3|Struck,Roman,17,,Arcadius,,Bronze,NICOMEDIA,[D N P F] AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,,,,,[CONCORDIA AVGG,"Constantinopolis seated facing holding sceptre and Victory on globe, prow left",2.15,402,450,426,http://numismatics.org/collectionimages/19501999/1999/1999.32.25.obv.width175.jpg,http://numismatics.org/collectionimages/19501999/1999/1999.32.25.rev.width175.jpg
http://numismatics.org/collection/2004.14.214,"Bronze AE3 of Arcadius, Constantinople, AD 395 - AD 401. 2004.14.214",Arcadius,,AE3,Roman,16,,,Struck,Bronze,Constantinople,D N ARCADIVS P F AVG,"Pearl-diademed bust of Arcadius to right, draped and cuirassed, left",Coin,Arcadius,RIC X Arcadius 60,Thrace,"42.15, 24.75",VIRTVS EXERCITI,"Emperor standing left, head right, holding spear and resting left hand on shield. Victory, holding plam-branch in left hand, crowns him.",3.66,395,401,398,http://numismatics.org/collectionimages/20002049/2004/2004.14.214.obv.width175.jpg,http://numismatics.org/collectionimages/20002049/2004/2004.14.214.rev.width175.jpg
http://numismatics.org/collection/2008.63.150,"Gold Solidus of Arcadius, Constantinople, AD 397 - AD 402. 2008.63.150",Arcadius,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,DN HONORI VS PF AVG,"Bust helmeted, diademed cuirassed bust of emperor facing 3/4 right, holding spear over r. shoulder and shield, on which a horseman spearing downward.",Coin,Honorius,C.3|LRBC.746|RIC X Arcadius 8,Thrace,"42.15, 24.75",CONCORDI A AVGG,"Constantinopolis seated facing, head right, holding scepter in right hand and Victory in left; at foot, prow.",4.5,397,402,399,http://numismatics.org/collectionimages/20002049/2008/2008.63.150.obv.width175.jpg,http://numismatics.org/collectionimages/20002049/2008/2008.63.150.rev.width175.jpg
http://numismatics.org/collection/1920.146.106,"Silver drahm, AS, AD 399 - AD 420. 1920.146.106",Yazdagird I,,drahm,Islamic,22,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.13,399,420,409,http://numismatics.org/collectionimages/19001949/1920/1920.146.106.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.106.rev.width175.jpg
http://numismatics.org/collection/1920.146.107,"Silver drahm, HR, AD 399 - AD 420. 1920.146.107",Yazdagird I,,drahm,Islamic,24,Sasanian,,,Silver,HR,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.03,399,420,409,http://numismatics.org/collectionimages/19001949/1920/1920.146.107.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.107.rev.width175.jpg
http://numismatics.org/collection/1920.146.108,"Silver drahm, RD, AD 399 - AD 420. 1920.146.108",Yazdagird I,,drahm,Islamic,22,Sasanian,,,Silver,RD,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.16,399,420,409,http://numismatics.org/collectionimages/19001949/1920/1920.146.108.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.108.rev.width175.jpg
http://numismatics.org/collection/1920.146.109,"Silver drahm, AYR, AD 399 - AD 420. 1920.146.109",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,AYR,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.738,399,420,409,http://numismatics.org/collectionimages/19001949/1920/1920.146.109.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.109.rev.width175.jpg
http://numismatics.org/collection/1920.146.110,"Silver drahm, MRW, AD 420 - AD 438. 1920.146.110",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,MRW,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.08,420,438,429,http://numismatics.org/collectionimages/19001949/1920/1920.146.110.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.110.rev.width175.jpg
http://numismatics.org/collection/1920.146.111,"Silver drahm, MRW, AD 420 - AD 438. 1920.146.111",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,MRW,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.1,420,438,429,http://numismatics.org/collectionimages/19001949/1920/1920.146.111.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.111.rev.width175.jpg
http://numismatics.org/collection/1920.146.112,"Silver drahm, Central Asia, AD 420 - AD 438. 1920.146.112",Varhram V,,drahm,Islamic,31,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/2,Central Asia,"39.766667, 64.433333",,,4.09,420,438,429,http://numismatics.org/collectionimages/19001949/1920/1920.146.112.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.112.rev.width175.jpg
http://numismatics.org/collection/1920.146.113,"Silver drahm, MRW, AD 420 - AD 438. 1920.146.113",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,MRW,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.15,420,438,429,http://numismatics.org/collectionimages/19001949/1920/1920.146.113.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.113.rev.width175.jpg
http://numismatics.org/collection/1920.146.114,"Silver drahm, MRW, AD 420 - AD 438. 1920.146.114",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,MRW,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.16,420,438,429,http://numismatics.org/collectionimages/19001949/1920/1920.146.114.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.114.rev.width175.jpg
http://numismatics.org/collection/1920.146.115,"Silver drahm, Mashriq, AD 438 - AD 457. 1920.146.115",Yazdagird II,,drahm,Islamic,29,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.94,438,457,447,http://numismatics.org/collectionimages/19001949/1920/1920.146.115.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1920/1920.146.115.rev.width175.jpg
http://numismatics.org/collection/1924.205.5,"Silver drahm, AS, AD 399 - AD 420. 1924.205.5",Yazdagird I,,drahm,Islamic,24,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.741,399,420,409,http://numismatics.org/collectionimages/19001949/1924/1924.205.5.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1924/1924.205.5.rev.width175.jpg
http://numismatics.org/collection/1938.148.131,"Silver drahm, Mashriq, AD 399 - AD 420. 1938.148.131",Yazdagird I,,drahm,Islamic,,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.03,399,420,409,http://numismatics.org/collectionimages/19001949/1938/1938.148.131.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1938/1938.148.131.rev.width175.jpg
http://numismatics.org/collection/1938.148.133,"Silver drahm, KR, AD 420 - AD 438. 1938.148.133",Varhran V,,drahm,Islamic,28,Sasanian,,,Silver,KR,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.55,420,438,429,http://numismatics.org/collectionimages/19001949/1938/1938.148.133.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1938/1938.148.133.rev.width175.jpg
http://numismatics.org/collection/1940.125.389,"Silver drahm, HA, AD 399 - AD 420. 1940.125.389",Yazdagird I,,drahm,Islamic,28,Sasanian,,,Silver,HA,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.998,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.125.389.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.125.389.rev.width175.jpg
http://numismatics.org/collection/1940.209.100,"Silver drahm, nm, AD 438 - AD 457. 1940.209.100",Yazdagird II,,drahm,Islamic,31,Sasanian,,,Silver,nm,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.67,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.100.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.100.rev.width175.jpg
http://numismatics.org/collection/1940.209.101,"Silver drahm, nm, AD 438 - AD 457. 1940.209.101",Yazdagird II,,drahm,Islamic,30,Sasanian,,,Silver,nm,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.85,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.101.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.101.rev.width175.jpg
http://numismatics.org/collection/1940.209.102,"Silver drahm, GW, AD 438 - AD 457. 1940.209.102",Yazdagird II,,drahm,Islamic,29,Sasanian,,,Silver,GW,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.89,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.102.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.102.rev.width175.jpg
http://numismatics.org/collection/1940.209.103,"Silver drahm, nm, AD 438 - AD 457. 1940.209.103",Yazdagird II,,drahm,Islamic,29,Sasanian,,,Silver,nm,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.1,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.103.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.103.rev.width175.jpg
http://numismatics.org/collection/1940.209.104,"Silver drahm, Mashriq, AD 438 - AD 457. 1940.209.104",Yazdagird II,,drahm,Islamic,29,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.48,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.104.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.104.rev.width175.jpg
http://numismatics.org/collection/1940.209.105,"Silver drahm, Mashriq, AD 438 - AD 457. 1940.209.105",Yazdagird II,,drahm,Islamic,29,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.5,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.105.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.105.rev.width175.jpg
http://numismatics.org/collection/1940.209.106,"Silver drahm, RA, AD 438 - AD 457. 1940.209.106",Yazdagird II,,drahm,Islamic,27,Sasanian,,,Silver,RA,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4,438,457,447,http://numismatics.org/collectionimages/19001949/1940/1940.209.106.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.106.rev.width175.jpg
http://numismatics.org/collection/1940.209.1160,"Copper alloy Coin, Mashriq, AD 399 - AD 420. 1940.209.1160",Yazdagird I,,,Islamic,15,Sasanian,,,Copper alloy,,,,Coin,,,Mashriq,"36.34, 43.13",,,1.82,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.1160.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.1160.rev.width175.jpg
http://numismatics.org/collection/1940.209.1163,"Copper alloy Coin, Mashriq, AD 459 - AD 484. 1940.209.1163",Peroz,,,Islamic,11,Sasanian,,,Copper alloy,,,"emperor, r.",Coin,,,Mashriq,"36.34, 43.13",,fire altar,1.433,459,484,471,http://numismatics.org/collectionimages/19001949/1940/1940.209.1163.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.1163.rev.width175.jpg
http://numismatics.org/collection/1940.209.1164,"Copper alloy Coin, Mashriq, AD 399 - AD 420. 1940.209.1164",Yazdagird I,,,Islamic,14,Sasanian,,,Copper alloy,,,,Coin,,,Mashriq,"36.34, 43.13",,,1,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.1164.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.1164.rev.width175.jpg
http://numismatics.org/collection/1940.209.242,"Silver drahm, RD, AD 488 - AD 531. 1940.209.242",Kavad I 2nd reign,,drahm,Islamic,29,Sasanian,,,Silver,RD,,,Coin,,Gí_bl.III/2,Mashriq,"36.34, 43.13",,,4.04,488,531,509,http://numismatics.org/collectionimages/19001949/1940/1940.209.242.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.242.rev.width175.jpg
http://numismatics.org/collection/1940.209.50,"Silver drahm, A, AD 399 - AD 420. 1940.209.50",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,A,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.68,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.50.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.50.rev.width175.jpg
http://numismatics.org/collection/1940.209.51,"Silver drahm, AY, AD 399 - AD 420. 1940.209.51",Yazdagird I,,drahm,Islamic,24,Sasanian,,,Silver,AY,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.69,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.51.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.51.rev.width175.jpg
http://numismatics.org/collection/1940.209.52,"Silver drahm, AY, AD 399 - AD 420. 1940.209.52",Yazdagird I,,drahm,Islamic,27,Sasanian,,,Silver,AY,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.902,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.52.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.52.rev.width175.jpg
http://numismatics.org/collection/1940.209.53,"Silver drahm, AY, AD 399 - AD 420. 1940.209.53",Yazdagird I,,drahm,Islamic,27,Sasanian,,,Silver,AY,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.52,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.53.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.53.rev.width175.jpg
http://numismatics.org/collection/1940.209.54,"Silver drahm, AY, AD 399 - AD 420. 1940.209.54",Yazdagird I,,drahm,Islamic,28,Sasanian,,,Silver,AY,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.37,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.54.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.54.rev.width175.jpg
http://numismatics.org/collection/1940.209.55,"Silver drahm, AS, AD 399 - AD 420. 1940.209.55",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.256,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.55.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.55.rev.width175.jpg
http://numismatics.org/collection/1940.209.56,"Silver drahm, AS, AD 399 - AD 420. 1940.209.56",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.24,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.56.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.56.rev.width175.jpg
http://numismatics.org/collection/1940.209.57,"Silver drahm, AS, AD 399 - AD 420. 1940.209.57",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.17,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.57.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.57.rev.width175.jpg
http://numismatics.org/collection/1940.209.58,"Silver drahm, AS, AD 399 - AD 420. 1940.209.58",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,AS,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.19,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.58.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.58.rev.width175.jpg
http://numismatics.org/collection/1940.209.60,"Silver drahm, BYSh, AD 399 - AD 420. 1940.209.60",Yazdagird I,,drahm,Islamic,24,Sasanian,,,Silver,BYSh,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.60.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.60.rev.width175.jpg
http://numismatics.org/collection/1940.209.61,"Silver drahm, HA, AD 399 - AD 420. 1940.209.61",Yazdagird I,,drahm,Islamic,29,Sasanian,,,Silver,HA,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.2,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.61.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.61.rev.width175.jpg
http://numismatics.org/collection/1940.209.62,"Silver drahm, Central Asia, AD 399 - AD 420. 1940.209.62",Yazdagird I,,drahm,Islamic,30,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Central Asia,"39.766667, 64.433333",,,3.949,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.62.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.62.rev.width175.jpg
http://numismatics.org/collection/1940.209.63,"Silver drahm, Mashriq, AD 399 - AD 420. 1940.209.63",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.52,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.63.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.63.rev.width175.jpg
http://numismatics.org/collection/1940.209.64,"Silver drahm, AYR, AD 399 - AD 420. 1940.209.64",Yazdagird I,,drahm,Islamic,27,Sasanian,,,Silver,AYR,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.29,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.64.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.64.rev.width175.jpg
http://numismatics.org/collection/1940.209.65,"Silver drahm, mint, AD 399 - AD 420. 1940.209.65",Yazdagird I,,drahm,Islamic,29,Sasanian,,,Silver,mint,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,3.43,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.65.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.65.rev.width175.jpg
http://numismatics.org/collection/1940.209.67,"Silver drahm, Mashriq, AD 399 - AD 420. 1940.209.67",Yazdagird I,,drahm,Islamic,25,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.04,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.67.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.67.rev.width175.jpg
http://numismatics.org/collection/1940.209.68,"Silver drahm, AYR, AD 399 - AD 420. 1940.209.68",Yazdagird I,,drahm,Islamic,,Sasanian,,,Silver,AYR,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.02,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.68.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.68.rev.width175.jpg
http://numismatics.org/collection/1940.209.69,"Silver drahm, RDY, AD 399 - AD 420. 1940.209.69",Yazdagird I,,drahm,Islamic,27,Sasanian,,,Silver,RDY,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.668,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.69.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.69.rev.width175.jpg
http://numismatics.org/collection/1940.209.70,"Silver drahm, Mashriq, AD 399 - AD 420. 1940.209.70",Yazdagird I,,drahm,Islamic,28,Sasanian,,,Silver,,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.16,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.70.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.70.rev.width175.jpg
http://numismatics.org/collection/1940.209.71,"Silver drahm, RD, AD 399 - AD 420. 1940.209.71",Yazdagird I,,drahm,Islamic,29,Sasanian,,,Silver,RD,,,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,4.054,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.71.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.71.rev.width175.jpg
http://numismatics.org/collection/1940.209.72,"Silver danaq, MRW, AD 399 - AD 420. 1940.209.72",Yazdagird I,,danaq,Islamic,11,Sasanian,,,Silver,MRW,,large symbol in field to right,Coin,,Gí_bl.I/1,Mashriq,"36.34, 43.13",,,0.45,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.72.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.72.rev.width175.jpg
http://numismatics.org/collection/1940.209.73,"Silver drahm, ST, AD 420 - AD 438. 1940.209.73",Varhran V,,drahm,Islamic,27,Sasanian,,,Silver,ST,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.16,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.73.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.73.rev.width175.jpg
http://numismatics.org/collection/1940.209.74,"Silver drahm, ShY, AD 420 - AD 438. 1940.209.74",Varhran V,,drahm,Islamic,27,Sasanian,,,Silver,ShY,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.37,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.74.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.74.rev.width175.jpg
http://numismatics.org/collection/1940.209.78,"Silver drahm, ShY, AD 420 - AD 438. 1940.209.78",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,ShY,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.88,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.78.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.78.rev.width175.jpg
http://numismatics.org/collection/1940.209.79,"Silver drahm, KA, AD 420 - AD 438. 1940.209.79",Varhran V,,drahm,Islamic,28,Sasanian,,,Silver,KA,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.07,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.79.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.79.rev.width175.jpg
http://numismatics.org/collection/1940.209.8,"Silver drahm, GWDMY, AD 399 - AD 420. 1940.209.8",Yazdagird I,,drahm,Islamic,,Sasanian,,,Silver,GWDMY,,,Coin,,"Gyselen, Stud.Ir.12 (1983), 235-38",Mashriq,"36.34, 43.13",,,3.62,399,420,409,http://numismatics.org/collectionimages/19001949/1940/1940.209.8.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.8.rev.width175.jpg
http://numismatics.org/collection/1940.209.80,"Silver drahm, ST, AD 420 - AD 438. 1940.209.80",Varhran V,,drahm,Islamic,29,Sasanian,,,Silver,ST,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.87,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.80.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.80.rev.width175.jpg
http://numismatics.org/collection/1940.209.81,"Silver drahm, KR, AD 420 - AD 438. 1940.209.81",Varhran V,,drahm,Islamic,28,Sasanian,,,Silver,KR,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.05,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.81.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.81.rev.width175.jpg
http://numismatics.org/collection/1940.209.82,"Silver drahm, KR, AD 420 - AD 438. 1940.209.82",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,KR,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,4.16,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.82.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.82.rev.width175.jpg
http://numismatics.org/collection/1940.209.83,"Silver drahm, Central Asia, AD 420 - AD 438. 1940.209.83",Varhram V,,drahm,Islamic,28,Sasanian Hun,,,Silver,,,,Coin,,Gí_bl.I/2,Central Asia,"39.766667, 64.433333",,,3.937,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.83.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.83.rev.width175.jpg
http://numismatics.org/collection/1940.209.84,"Silver drahm, WH, AD 420 - AD 438. 1940.209.84",Varhran V,,drahm,Islamic,30,Sasanian,,,Silver,WH,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.89,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.84.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.84.rev.width175.jpg
http://numismatics.org/collection/1940.209.85,"Silver drahm, WH, AD 420 - AD 438. 1940.209.85",Varhran V,,drahm,Islamic,29,Sasanian,,,Silver,WH,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.99,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.85.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.85.rev.width175.jpg
http://numismatics.org/collection/1940.209.86,"Silver drahm, ST, AD 420 - AD 438. 1940.209.86",Varhran V,,drahm,Islamic,29,Sasanian,,,Silver,ST,,,Coin,,Gí_bl.I/2,Mashriq,"36.34, 43.13",,,3.88,420,438,429,http://numismatics.org/collectionimages/19001949/1940/1940.209.86.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1940/1940.209.86.rev.width175.jpg
