URI,Title,Authority,Deity,Denomination,Department,Diameter,Dynasty,Issuer,Manufacture,Material,Mint,Obverse Legend,Obverse Type,Object Type,Portrait,Reference,Region,Region-coord,Reverse Legend,Reverse Type,Weight,terminus_post_quem,terminus_ante_quem,year_avg,Thumbnail_obv,Thumbnail_rev
http://numismatics.org/collection/1944.100.54809,"Bronze AE3 of Arcadius, Antioch, AD 395 - AD 401. 1944.100.54809",Arcadius,,AE3,Roman,1.6,,,Struck,Bronze,Antioch,D N ARCADIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 70,Syria,"33.513056, 36.291944",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.513,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54809.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54809.rev.width175.jpg
http://numismatics.org/collection/1944.100.54810,"Bronze AE3 of Arcadius, Antioch, AD 395 - AD 401. 1944.100.54810",Arcadius,,AE3,Roman,15,,,Struck,Bronze,Antioch,D N ARCADIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 70,Syria,"33.513056, 36.291944",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",1.933,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54810.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54810.rev.width175.jpg
http://numismatics.org/collection/1944.100.54811,"Bronze AE3 of Arcadius, Antioch, AD 395 - AD 401. 1944.100.54811",Arcadius,,AE3,Roman,18.5,,,Struck,Bronze,Antioch,D N ARCADIVS P F AVG,Bust pearl diademed draped cuirassed right,Coin,Arcadius,RIC X Arcadius 70,Syria,"33.513056, 36.291944",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.669,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54811.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54811.rev.width175.jpg
http://numismatics.org/collection/1944.100.54812,"Bronze AE3 of Arcadius, Antioch, AD 395 - AD 401. 1944.100.54812",Arcadius,,AE3,Roman,15.5,,,Struck,Bronze,Antioch,D N ARCADIVS P F AVG,Bust pearl diademed draped right,Coin,Arcadius,RIC X Arcadius 70,Syria,"33.513056, 36.291944",VIRTVS EXERCITI,"Emperor standing left holding spear and shield, Victory presenting him wreath",2.199,395,401,398,http://numismatics.org/collectionimages/19001949/1944/1944.100.54812.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54812.rev.width175.jpg
http://numismatics.org/collection/1944.100.54813,"Bronze AE4 of Arcadius, Antioch, AD 395 - AD 408. 1944.100.54813",Arcadius,,AE4|Struck,Roman,12.5,,Arcadius,,Bronze,Antioch,D N ARCADI[VS P] F AVG,Bust pearl diademed draped right,Coin,,,,,CONCORDIA [AVG??],cross,0.903,395,408,401,http://numismatics.org/collectionimages/19001949/1944/1944.100.54813.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54813.rev.width175.jpg
http://numismatics.org/collection/1944.100.54814,"Gold Solidus of Honorius, Ravenna, AD 402 - AD 406. 1944.100.54814",Honorius,,Solidus,Roman,21,,,Struck,Gold,Ravenna,D N ARCADI-VS P F AVG,Bust diademed draped cuirassed right,Coin,Arcadius,RIC X Honorius 1286,Italy,"41.9, 12.5",VICTORI-A AVGGG,"Emperor standing right holding standard and Victory on globe, captive to right",4.47,402,406,404,http://numismatics.org/collectionimages/19001949/1944/1944.100.54814.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54814.rev.width175.jpg
http://numismatics.org/collection/1944.100.54815,"Gold Solidus of Theodosius II, Constantinople, AD 408 - AD 450. 1944.100.54815",Theodosius II,Victory,Solidus,Roman,21,,Theodosius II,,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,,,,,CONCORDIA AVGGG,"Constantinopolis seated front, holding spear and Victory on globe, prow left",4.45,408,450,429,http://numismatics.org/collectionimages/19001949/1944/1944.100.54815.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54815.rev.width175.jpg
http://numismatics.org/collection/1944.100.54816,"Gold Solidus of Theodosius II, Constantinople, AD 408 - AD 420. 1944.100.54816",Theodosius II,Victory,Solidus,Roman,21,,Theodosius II,,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,,,,,CONCORDIA AVGGG,"Constantinopolis seated front, holding spear and Victory on globe, prow left",4.466,408,420,414,http://numismatics.org/collectionimages/19001949/1944/1944.100.54816.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54816.rev.width175.jpg
http://numismatics.org/collection/1944.100.54817,"Gold Solidus of Theodosius II, Constantinople, AD 408 - AD 420. 1944.100.54817",Theodosius II,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 202,Thrace,"42.15, 24.75",CONCORDIA AVGG,"Constantinopolis seated front, holding spear and Victory on globe, prow left",4.429,408,420,414,http://numismatics.org/collectionimages/19001949/1944/1944.100.54817.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54817.rev.width175.jpg
http://numismatics.org/collection/1944.100.54818,"Gold Solidus of Theodosius II, Constantinople, AD 424 - AD 425. 1944.100.54818",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 232,Thrace,"42.15, 24.75",GLOR ORVIS TERRAR,"Emperor standing facing, holding standard, and cross on globe with star in left field",4.386,424,425,424,http://numismatics.org/collectionimages/19001949/1944/1944.100.54818.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54818.rev.width175.jpg
http://numismatics.org/collection/1944.100.54819,"Gold Solidus of Theodosius II, Constantinople, AD 441. 1944.100.54819",Theodosius II,,Solidus,Roman,19.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 284,Thrace,"42.15, 24.75",VIRT EX-ERC ROM,Emperor advancing right holding trophy and dragging captive,4.457,441,441,441,http://numismatics.org/collectionimages/19001949/1944/1944.100.54819.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54819.rev.width175.jpg
http://numismatics.org/collection/1944.100.54820,"Gold Solidus of Theodosius II, Constantinople, AD 420 - AD 422. 1944.100.54820",Theodosius II,Victory,Solidus,Roman,22,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 219,Thrace,"42.15, 24.75",VOT XX MVLT XXX,Victory standing left supporting large cross,4.472,420,422,421,http://numismatics.org/collectionimages/19001949/1944/1944.100.54820.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54820.rev.width175.jpg
http://numismatics.org/collection/1944.100.54821,"Gold Solidus of Theodosius II, Constantinople, AD 430 - AD 440. 1944.100.54821",Theodosius II,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 257,Thrace,"42.15, 24.75",VOT XXX MVLT XXXX,"Constantinopolis seated left holding cross on globe, shield and spear to right, prow left",4.476,430,440,435,http://numismatics.org/collectionimages/19001949/1944/1944.100.54821.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54821.rev.width175.jpg
http://numismatics.org/collection/1944.100.54822,"Gold Solidus of Theodosius II, Constantinople, AD 430 - AD 440. 1944.100.54822",Theodosius II,Constantinopolis,Solidus,Roman,20.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 257,Thrace,"42.15, 24.75",VOT XXX MVLT XXXX,"Constantinopolis seated left holding cross on globe, shield and spear to right, prow left",4.47,430,440,435,http://numismatics.org/collectionimages/19001949/1944/1944.100.54822.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54822.rev.width175.jpg
http://numismatics.org/collection/1944.100.54823,"Gold Solidus of Theodosius II, Constantinople, AD 425 - AD 429. 1944.100.54823",Theodosius II,,Solidus,Roman,21.5,,,Struck,Gold,Constantinople,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II|Valentinian III,RIC X Theodosius II (East) 237,Thrace,"42.15, 24.75",SALVS REI PVBLICAE,Two figures nimbate standing facing each holding a cross with a star above and between them,4.453,425,429,427,http://numismatics.org/collectionimages/19001949/1944/1944.100.54823.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54823.rev.width175.jpg
http://numismatics.org/collection/1944.100.54824,"Bronze AE3 of Theodosius II, Constantinople, AD 408 - AD 423. 1944.100.54824",Theodosius II,,AE3,Roman,14,,,Struck,Bronze,Constantinople,[D N] THEODOSIVS P F [AVG],Bust diademed draped cuirassed right star in left field,Coin,Theodosius II|Honorius,RIC X Theodosius II (East) 410,Thrace,"42.15, 24.75",GLOR[I-A ROM]A-NORVM,Two figures standing supporting globe between them,1.52,408,423,415,http://numismatics.org/collectionimages/19001949/1944/1944.100.54824.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54824.rev.width175.jpg
http://numismatics.org/collection/1944.100.54825,"Bronze AE3 of Theodosius II, Constantinople, AD 408 - AD 423. 1944.100.54825",Theodosius II,,AE3,Roman,14,,,Struck,Bronze,Constantinople,D N THEODO[SIVS P F AVG],Bust diademed draped cuirassed right star in left field,Coin,Theodosius II|Honorius,RIC X Theodosius II (East) 410,Thrace,"42.15, 24.75",GLORIA [ ],Two figures standing,1.435,408,423,415,http://numismatics.org/collectionimages/19001949/1944/1944.100.54825.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54825.rev.width175.jpg
http://numismatics.org/collection/1944.100.54826,"Gold Solidus of Theodosius II, Thessalonica, AD 424 - AD 425. 1944.100.54826",Theodosius II,,Solidus,Roman,19.5,,,Struck,Gold,Thessalonica,D N THEODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Theodosius II (East) 362,Macedonia,"40.65, 22.9",GLOR ORVIS TERRAR,"Emperor standing facing, holding standard and cross on globe",4.299,424,425,424,http://numismatics.org/collectionimages/19001949/1944/1944.100.54826.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54826.rev.width175.jpg
http://numismatics.org/collection/1944.100.54827,"Bronze AE3 of Theodosius II, Thessalonica, AD 408 - AD 423. 1944.100.54827",Theodosius II,,AE3,Roman,13,,,Struck,Bronze,Thessalonica,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right star in left field,Coin,Theodosius II|Honorius,RIC X Theodosius II (East) 396,Macedonia,"40.65, 22.9",GLORIA [ ],two figures standing resting inner hand on shield,1.524,408,423,415,http://numismatics.org/collectionimages/19001949/1944/1944.100.54827.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54827.rev.width175.jpg
http://numismatics.org/collection/1944.100.54828,"Bronze AE3 of Theodosius II, Thessalonica, AD 408 - AD 423. 1944.100.54828",Theodosius II,,AE3,Roman,14.5,,,Struck,Bronze,Thessalonica,D N T[HEOD]OSIVS P F AVG,Bust diademed draped cuirassed right star in left field,Coin,Theodosius II|Honorius,RIC X Theodosius II (East) 396,Macedonia,"40.65, 22.9",GLORIA - ROMA-NO[RVM],two figures standing resting inner hand on shield,1.929,408,423,415,http://numismatics.org/collectionimages/19001949/1944/1944.100.54828.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54828.rev.width175.jpg
http://numismatics.org/collection/1944.100.54829,"Bronze AE3 of Theodosius II, Cyzicus, AD 408 - AD 423. 1944.100.54829",Theodosius II,,AE3,Roman,15.5,,,Struck,Bronze,Cyzicus,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right star in left field,Coin,Theodosius II|Honorius,RIC X Theodosius II (East) 404,Mysia,"39.1325, 27.184167",GLORI-A ROMA-NORVM,two figures standing inner hand on shield,2.284,408,423,415,http://numismatics.org/collectionimages/19001949/1944/1944.100.54829.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54829.rev.width175.jpg
http://numismatics.org/collection/1944.100.54830,"Silver Siliqua of Theodosius II, Constantinople, AD 420 - AD 429. 1944.100.54830",Theodosius II,,Siliqua,Roman,15,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 381,Thrace,"42.15, 24.75",VOT XX MVLT XXX,legend within wreath,1.393,420,429,424,http://numismatics.org/collectionimages/19001949/1944/1944.100.54830.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54830.rev.width175.jpg
http://numismatics.org/collection/1944.100.54831,"Silver Siliqua of Theodosius II, Constantinople, AD 438 - AD 450. 1944.100.54831",Theodosius II,,Siliqua,Roman,18,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 389,Thrace,"42.15, 24.75",VOT MVLT XXXX,legend within wreath,1.628,438,450,444,http://numismatics.org/collectionimages/19001949/1944/1944.100.54831.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54831.rev.width175.jpg
http://numismatics.org/collection/1944.100.54832,"Silver Siliqua of Theodosius II, Constantinople, AD 438 - AD 450. 1944.100.54832",Theodosius II,,Siliqua,Roman,17.5,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 389,Thrace,"42.15, 24.75",VOT MVLT XXXX,legend within wreath,1.483,438,450,444,http://numismatics.org/collectionimages/19001949/1944/1944.100.54832.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54832.rev.width175.jpg
http://numismatics.org/collection/1944.100.54833,"Silver Siliqua of Theodosius II, Constantinople, AD 438 - AD 450. 1944.100.54833",Theodosius II,,Siliqua,Roman,16.5,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 389,Thrace,"42.15, 24.75",VOT MVLT XXXX,legend within wreath,1.437,438,450,444,http://numismatics.org/collectionimages/19001949/1944/1944.100.54833.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54833.rev.width175.jpg
http://numismatics.org/collection/1944.100.54834,"Silver Siliqua of Theodosius II, Constantinople, AD 438 - AD 450. 1944.100.54834",Theodosius II,,Siliqua,Roman,18.5,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 389,Thrace,"42.15, 24.75",VOT MVLT XXXX,legend within wreath,1.482,438,450,444,http://numismatics.org/collectionimages/19001949/1944/1944.100.54834.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54834.rev.width175.jpg
http://numismatics.org/collection/1944.100.54835,"Silver Siliqua of Theodosius II, Constantinople, AD 438 - AD 450. 1944.100.54835",Theodosius II,,Siliqua,Roman,16,,,Struck,Silver,Constantinople,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 389,Thrace,"42.15, 24.75",VOT MVLT XXXX,legend within wreath,0.881,438,450,444,http://numismatics.org/collectionimages/19001949/1944/1944.100.54835.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54835.rev.width175.jpg
http://numismatics.org/collection/1944.100.54836,"Bronze AE3 of Arcadius, Antioch, AD 401 - AD 403. 1944.100.54836",Arcadius,Constantinopolis,AE3,Roman,15,,,Struck,Bronze,Antioch,D N [THE]ODOSIVS P F AVG,Bust facing helmeted cuirassed holding spear and shield,Coin,Theodosius II,RIC X Arcadius 100,Syria,"33.513056, 36.291944",CONCORDI[A] AVGG,"Constantinopolis seated facing holding sceptre and Victory on globe, prow left",2.33,401,403,402,http://numismatics.org/collectionimages/19001949/1944/1944.100.54836.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54836.rev.width175.jpg
http://numismatics.org/collection/1944.100.54837,"Bronze AE3 of Arcadius, Antioch, AD 406 - AD 408. 1944.100.54837",Arcadius,,AE3,Roman,15,,,Struck,Bronze,Antioch,D N THEODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,Theodosius II|Arcadius|Honorius,RIC X Arcadius 155,Syria,"33.513056, 36.291944",GLORIA ROMANORVM,Three emperors standing,1.573,406,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54837.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54837.rev.width175.jpg
http://numismatics.org/collection/1944.100.54838,"Bronze AE3-4 of Theodosius II, Antioch, AD 425 - AD 435. 1944.100.54838",Theodosius II,,AE3-4,Roman,11.5,,,Struck,Bronze,Antioch,D N THEODOSIVS P F AV[G],Bust diademed draped cuirassed right,Coin,Theodosius II,RIC X Theodosius II (East) 453,Syria,"33.513056, 36.291944",,Cross in wreath,0.92,425,435,430,http://numismatics.org/collectionimages/19001949/1944/1944.100.54838.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54838.rev.width175.jpg
http://numismatics.org/collection/1944.100.54839,"Bronze AE4 of Arcadius, Alexandria, AD 404 - AD 406. 1944.100.54839",Arcadius,,AE4,Roman,9.5,,,Struck,Bronze,Alexandria,[D N THEODO]SIVS P F AVG,Bust diad. dr. cuir. r.,Coin,Theodosius II,RIC X Arcadius 122,Egypt,"30.033333, 31.216667",CON[COR]DIA AVG,cross within wreath,0.853,404,406,405,http://numismatics.org/collectionimages/19001949/1944/1944.100.54839.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54839.rev.width175.jpg
http://numismatics.org/collection/1944.100.54841,"Bronze AE4 of Theodosius II, AD 408 - AD 450. 1944.100.54841",Theodosius II,,AE4,Roman,10,,Theodosius II,,Bronze,,[D N THE]ODOSIVS P F AVG,Bust diademed draped cuirassed right,Coin,,,,,,cross within wreath,1.047,408,450,429,http://numismatics.org/collectionimages/19001949/1944/1944.100.54841.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54841.rev.width175.jpg
http://numismatics.org/collection/1944.100.54842,"Bronze AE4 of Theodosius II, AD 408 - AD 450. 1944.100.54842",Theodosius II,,AE4,Roman,11,,Theodosius II,,Bronze,,DN T[HEODO-SIVS P F AVG],Bust diademed draped cuirassed right,Coin,,,,,,cross within wreath,1.056,408,450,429,http://numismatics.org/collectionimages/19001949/1944/1944.100.54842.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54842.rev.width175.jpg
http://numismatics.org/collection/1944.100.54843,"Silver Siliqua of Constantine III, Arelate, AD 408 - AD 411. 1944.100.54843",Constantine III,Roma,Siliqua,Roman,15.5,,,Struck,Silver,Arelate,D N CONSTAN-TINVS P F AVG,bust diademed draped cuirassed right,Coin,Constantine III,RIC X Constantine III 1539,Gallia,"49.3817, 3.3236",VICTORI[A AVGGG,Roma seated left holding Victory and sceptre,1.578,408,411,409,http://numismatics.org/collectionimages/19001949/1944/1944.100.54843.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54843.rev.width175.jpg
http://numismatics.org/collection/1944.100.54844,"Silver Siliqua of Constantine III, Lugdunum, AD 407 - AD 408. 1944.100.54844",Constantine III,Roma|Victory,Siliqua,Roman,14.5,,Constantine III,,Silver,Lugdunum,D N CONSTANTINVS P F AV[G],bust diademed draped cuirassed right,Coin,,,,,[VICTO]RIA AVGGG,Roma seated left holding Victory and sceptre,1.198,407,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54844.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54844.rev.width175.jpg
http://numismatics.org/collection/1944.100.54845,"Silver Siliqua of Constantine III, Trier, AD 408 - AD 411. 1944.100.54845",Constantine III,Roma,Siliqua,Roman,16.5,,,Struck,Silver,Trier,D N CONSTANTINVS P F AVG,bust diademed draped cuirassed right,Coin,Constantine III,RIC X Constantine III 1533,Gallia,"49.3817, 3.3236",VICTORI-A AAVGGG,Roma seated left holding Victory and sceptre,1.752,408,411,409,http://numismatics.org/collectionimages/19001949/1944/1944.100.54845.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54845.rev.width175.jpg
http://numismatics.org/collection/1944.100.54846,"Silver Siliqua of Constantine III, Lugdunum, AD 408 - AD 411. 1944.100.54846",Constantine III,Roma,Siliqua,Roman,15.5,,,Struck,Silver,Lugdunum,D N CONSTAN-TINVS P F AVG,bust diademed draped cuirassed right,Coin,Constantine III,RIC X Constantine III 1531,Gallia,"49.3817, 3.3236",VICTORI-A AAVGGG,Roma seated left holding Victory and sceptre,1.564,408,411,409,http://numismatics.org/collectionimages/19001949/1944/1944.100.54846.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54846.rev.width175.jpg
http://numismatics.org/collection/1944.100.54847,"Silver Siliqua of Constantine III, Lugdunum, AD 407 - AD 408. 1944.100.54847",Constantine III,Roma,Siliqua,Roman,16,,,Struck,Silver,Lugdunum,D N CONSTAN-TINVS P F AVG,bust diademed draped cuirassed right,Coin,Constantine III,RIC X Constantine III 1530,Gallia,"49.3817, 3.3236",VICTORIA - AAAVGGGG,Roma seated left holding Victory and sceptre,1.31,407,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54847.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54847.rev.width175.jpg
http://numismatics.org/collection/1944.100.54848,"Gold Solidus of Constantine III, Lugdunum, AD 407 - AD 408. 1944.100.54848",Constantine III,,Solidus,Roman,20.5,,,Struck,Gold,Lugdunum,FL CL CONSTA-NTINVS P F AVG,bust rosette-diademed draped cuirassed right,Coin,Constantine III,RIC X Constantine III 1502,Gallia,"49.3817, 3.3236",VICTORI-A AVGGG,"Emperor standing right holding standard and Victory on globe, left foot on captive right",4.528,407,408,407,http://numismatics.org/collectionimages/19001949/1944/1944.100.54848.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54848.rev.width175.jpg
http://numismatics.org/collection/1944.100.54849,"Silver Siliqua of Jovinus, Trier, AD 411 - AD 413. 1944.100.54849",Jovinus,Roma,Siliqua,Roman,16.5,,,Struck,Silver,Trier,D N IOVIN-VS P F AVG,bust diademed draped cuirassed right,Coin,Jovinus,RIC X Jovinus 1712,Gallia,"49.3817, 3.3236",VICTO-RIA AVGG,Roma seated left holding Victory and sceptre,1.618,411,413,412,http://numismatics.org/collectionimages/19001949/1944/1944.100.54849.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54849.rev.width175.jpg
http://numismatics.org/collection/1944.100.54850,"Silver Siliqua of Jovinus, Trier, AD 411 - AD 413. 1944.100.54850",Jovinus,Roma,Siliqua,Roman,15,,,Struck,Silver,Trier,D N IOVINVS P [F] AVG,bust diademed draped cuirassed right,Coin,Jovinus,RIC X Jovinus 1711,Gallia,"49.3817, 3.3236",[VICTOR]-IA AVGG,Roma seated left holding Victory and sceptre,1.185,411,413,412,http://numismatics.org/collectionimages/19001949/1944/1944.100.54850.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54850.rev.width175.jpg
http://numismatics.org/collection/1944.100.54851,"Silver Siliqua of Jovinus, AD 411 - AD 413. 1944.100.54851",Jovinus,Roma|Victory,Siliqua,Roman,15,,Jovinus,,Silver,,D N IOVINVS P F AVG,bust diademed draped cuirassed right,Coin,,,,,VICTORI-A AVGG,Roma seated left holding Victory and sceptre,1.264,411,413,412,http://numismatics.org/collectionimages/19001949/1944/1944.100.54851.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54851.rev.width175.jpg
http://numismatics.org/collection/1944.100.54852,"Silver Siliqua of Jovinus, Lugdunum, AD 411 - AD 413. 1944.100.54852",Jovinus,Roma,Siliqua,Roman,15,,,Struck,Silver,Lugdunum,D N IOVIN-VS P F AVG,bust diademed draped cuirassed right,Coin,Jovinus,RIC X Jovinus 1717,Gallia,"49.3817, 3.3236",VICT-OR]-IA AVGG,Roma seated left holding Victory and sceptre,1.507,411,413,412,http://numismatics.org/collectionimages/19001949/1944/1944.100.54852.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54852.rev.width175.jpg
http://numismatics.org/collection/1944.100.54853,"Silver Siliqua of Priscus Attalus, Rome, AD 414 - AD 415. 1944.100.54853",Priscus Attalus,Roma,Siliqua,Roman,17.5,,,Struck,Silver,Rome,PRISCVS ATTA-LVS P F AVG,bust diademed draped cuirassed right,Coin,Priscus Attalus,RIC X Priscus Attalus 1411,Italy,"41.9, 12.5",INVICTA RO-MA AETERNA,Roma seated left holding Victory on globe and sceptre,1.876,414,415,414,http://numismatics.org/collectionimages/19001949/1944/1944.100.54853.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54853.rev.width175.jpg
http://numismatics.org/collection/1944.100.54854,"Silver Half siliqua of Priscus Attalus, Rome, AD 414 - AD 415. 1944.100.54854",Priscus Attalus,Victory,Half siliqua,Roman,14,,,Struck,Silver,Rome,PRISCVS ATTA-LVS P F AVG,bust diademed draped cuirassed right,Coin,Priscus Attalus,RIC X Priscus Attalus 1413,Italy,"41.9, 12.5",VICTORIA - ROMANORVM,Victory advancing left holding wreath in right hand and palm in left hand,1.12,414,415,414,http://numismatics.org/collectionimages/19001949/1944/1944.100.54854.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54854.rev.width175.jpg
http://numismatics.org/collection/1944.100.54855,"Gold Tremissis of Joannes, Ravenna, AD 423 - AD 425. 1944.100.54855",Joannes,Victory,Tremissis,Roman,12,,,Struck,Gold,Ravenna,D N IOHAN-NES P F AVG,bust pearl-diademed draped cuirassed right,Coin,Joannes,RIC X Johannes 1906,Italy,"41.9, 12.5",VICTORIA - AVGVSTORVM,Victory advancing right hodling wreath and cross on globe,1.374,423,425,424,http://numismatics.org/collectionimages/19001949/1944/1944.100.54855.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54855.rev.width175.jpg
http://numismatics.org/collection/1944.100.54856,"Gold Tremissis of Valentinian III, Mediolanum, AD 430 - AD 455. 1944.100.54856",Valentinian III,,Tremissis,Roman,14.5,,,Struck,Gold,Mediolanum,D N PLA VALENTINIANVS P F AVG,Bust diademed draped cuirassed right,Coin,Valentinian III,RIC X Valentinian III 2030,Italy,"41.9, 12.5",,cross within wreath,1.462,430,455,442,http://numismatics.org/collectionimages/19001949/1944/1944.100.54856.obv.width175.jpg,http://numismatics.org/collectionimages/19001949/1944/1944.100.54856.rev.width175.jpg
